"condition","k","k.label","delta","delta.label","qrpEnv","qrp.label","selProp","selProp.label","tau","tau.label","method","meanEst","ME","RMSE","MAD","perc2.5","perc97.5","coverage","consisZero"
27,60,"k = 60",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.442578587392393,-0.0574214126076068,0.0720427525641219,0.0611735072636996,0.355433792726573,0.526118439563518,0.708,0
27,60,"k = 60",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.439576993144512,-0.0604230068554878,0.0822456848253246,0.0641751015115806,0.349291412491321,0.526118439563518,0.707,0.015
27,60,"k = 60",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
27,60,"k = 60",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
27,60,"k = 60",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve",0.435353120131024,-0.064646879868976,0.0817306866225116,0.067881284237588,0.327611469020773,0.527790110568164,NA,NA
27,60,"k = 60",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","puniform",0.431392660379723,-0.0686073396202774,0.0844395840960956,0.0709878324432499,0.323389890657797,0.519119995726988,0.659,0
27,60,"k = 60",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","3PSM",0.45619354759191,-0.0438064524080902,0.0609189745672179,0.0483762514385238,0.361591150658136,0.529682212027116,NA,NA
27,60,"k = 60",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","betaSM",0.453998275828534,-0.046001724171466,0.123721001374364,0.0724008014809101,0.260795804221673,0.587274258142877,0.949,0.025
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","reMA",0.527009902311319,0.0270099023113186,0.0325552311588624,0.0279787251337424,0.491756569390622,0.562755674259867,0.744,0
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","TF",0.48383645228665,-0.0161635477133497,0.0274276816056927,0.0227404741785049,0.442700485693384,0.531930113368142,0.864,0
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","PET.lm",0.377605536084562,-0.122394463915438,0.137660533648172,0.123512027985799,0.252938413697424,0.506651847211529,0.419,0
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.448512252151844,-0.0514877478481564,0.0612617906156047,0.0534289122430586,0.386737723594123,0.518407703998194,0.606,0
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.448512252151844,-0.0514877478481564,0.0612617906156047,0.0534289122430586,0.386737723594123,0.518407703998194,0.606,0
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve",0.437072376966918,-0.0629276230330824,0.0730359901282724,0.0638768928607419,0.361038277001946,0.505215217912949,NA,NA
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","puniform",0.432852682411319,-0.0671473175886813,0.0763987288940282,0.067816385314567,0.353033720482216,0.499290648680124,0.479,0
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","3PSM",0.460665312966859,-0.0393346870331412,0.0504800211694728,0.0416472520421287,0.390916588040247,0.51585975702187,0.821,0
28,100,"k = 100",0.5,"delta = 0.5","med","QRP = med",0,"selProp = 0",0,"tau = 0","betaSM",0.470374500743069,-0.0296254992569313,0.0653299281814385,0.0493268686165856,0.351227582264179,0.574210322824183,0.944,0.003
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","reMA",0.809924406423283,0.00992440642328314,0.0671771757326961,0.0530263572794511,0.68686028381385,0.952149619707982,0.953,0
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","TF",0.795601118876524,-0.00439888112347654,0.0782254021949777,0.0615918941856873,0.645794589482406,0.949354789267959,0.918,0
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PET.lm",0.698466686760849,-0.101533313239151,0.251480900324862,0.192987664390685,0.242818416039479,1.12567946616985,0.929,0.232
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.754150793464254,-0.0458492065357458,0.131792871837225,0.101877269360399,0.50068731101644,0.990725166739828,0.924,0.014
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.713630249521213,-0.0863697504787869,0.211347048080104,0.142736509950498,0.242818416039479,0.995238698821931,0.924,0.232
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve",0.776285599364263,-0.0237144006357373,0.0916678227200864,0.0707103672067507,0.577778595444301,0.945115356794767,NA,NA
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","puniform",0.770017555233589,-0.0299824447664109,0.0916762792002309,0.0711360741845895,0.58207623931901,0.936378678337383,0.928,0.003
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","3PSM",0.79235227725452,-0.00764772274548018,0.0795352012624863,0.0616113069756534,0.630600435278043,0.949373189575687,0.944,0.005
29,10,"k = 10",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","betaSM",-7.47534020888367,-8.27534020888367,26.7375147467076,8.32614750934443,-81.5784623594738,0.995351053033858,NA,NA
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","reMA",0.808578129479129,0.00857812947912849,0.0359956351839409,0.0287522578154785,0.743170615985504,0.877284303819155,0.974,0
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","TF",0.786358876327301,-0.0136411236726991,0.0509057146107622,0.0406343059500838,0.694690493418505,0.880314309782113,0.88,0
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PET.lm",0.70839040280891,-0.0916095971910902,0.147996262012027,0.11869150088663,0.463737701259461,0.931990485027212,0.87,0
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.754911435826302,-0.0450885641736977,0.0767646328385199,0.0616760090462681,0.627968681482421,0.874460761190361,0.89,0
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.754911435826302,-0.0450885641736977,0.0767646328385199,0.0616760090462681,0.627968681482421,0.874460761190361,0.89,0
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve",0.779367524040748,-0.0206324759592517,0.0512479195168165,0.0400498796354574,0.684153394935833,0.870631175925639,NA,NA
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","puniform",0.772981940670425,-0.0270180593295754,0.0532533911880617,0.0418959270209593,0.6843005425745,0.859457469133389,0.922,0
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","3PSM",0.793122484477806,-0.00687751552219404,0.0432550238706554,0.033522805752955,0.712470794547369,0.872046886944827,0.964,0
30,30,"k = 30",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","betaSM",-1.56582647605015,-2.36582647605015,10.7579925348936,2.39533408447134,-24.0049961173808,0.888931981818217,NA,NA
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","reMA",0.80698890424286,0.00698890424286003,0.0254642159038271,0.0203354907983858,0.761515234018579,0.85370353300484,0.965,0
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","TF",0.78163011277514,-0.01836988722486,0.0397511231874333,0.0316502067922451,0.714112816347566,0.846976635043065,0.844,0
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PET.lm",0.709543151629463,-0.0904568483705367,0.119404850093503,0.0988650739663206,0.544096923637319,0.858629626939947,0.782,0
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.753555352426211,-0.046444647573789,0.0628253717228219,0.0520726382223314,0.669691799995488,0.832971239784485,0.794,0
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.753555352426211,-0.046444647573789,0.0628253717228219,0.0520726382223314,0.669691799995488,0.832971239784485,0.794,0
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve",0.780885355712564,-0.0191146442874365,0.0372778277086894,0.0298209670272891,0.716929498999975,0.838983021120797,NA,NA
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","puniform",0.774570297318818,-0.0254297026811816,0.040064339030962,0.0322390635972798,0.712667711561488,0.831156852628147,0.886,0
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","3PSM",0.794850468136397,-0.00514953186360324,0.0285677090578644,0.0225993788740791,0.739969599793299,0.848057825244765,0.962,0
31,60,"k = 60",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","betaSM",-0.0191306081645493,-0.819130608164549,3.5531220831596,0.836542684713919,-12.5126841353189,0.854734167366077,NA,NA
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","reMA",0.807592025362196,0.00759202536219602,0.0204655741080819,0.0162902131726973,0.772787417846052,0.843668093619685,0.952,0
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","TF",0.780566769863495,-0.0194332301365052,0.0341731315364157,0.0272958630424773,0.725031045184168,0.83359898054263,0.791,0
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PET.lm",0.715854616944031,-0.084145383055969,0.104766668629363,0.0883344190985406,0.585683784838428,0.831277257908355,0.704,0
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.756612004713318,-0.043387995286682,0.0549934492161609,0.0461106918287349,0.687969187890974,0.81911357901962,0.73,0
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.756612004713318,-0.043387995286682,0.0549934492161609,0.0461106918287349,0.687969187890974,0.81911357901962,0.73,0
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","pcurve",0.781867833625914,-0.0181321663740863,0.0312101326561275,0.0250082368075573,0.731035809056982,0.828696598029117,NA,NA
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","puniform",0.775754040330227,-0.0242459596697732,0.0344488522216439,0.0282860378460881,0.726235405024207,0.822901289037092,0.836,0
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","3PSM",0.79658735179187,-0.00341264820812956,0.0222678069311974,0.0177570492649116,0.753948339579205,0.838298875733714,0.965,0
32,100,"k = 100",0.8,"delta = 0.8","med","QRP = med",0,"selProp = 0",0,"tau = 0","betaSM",0.319584015302262,-0.480415984697738,2.52302599417651,0.493502248067545,-7.23219600908802,0.843315174954374,NA,NA
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.0350250973692977,0.0350250973692977,0.0769849757055659,0.059246039073991,-0.0800652932307872,0.174644338172865,0.931,0.931
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.0256095817248966,0.0256095817248966,0.0724665113709066,0.0572086625406687,-0.10111099675719,0.1592861487818,0.941,0.941
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",-0.174557499057296,-0.174557499057296,0.343291881432639,0.272058585510887,-0.77046904152204,0.403053865151561,0.9,0.9
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.0703384784736831,-0.0703384784736831,0.15992091718651,0.126049146547488,-0.353499603157929,0.221964254593959,0.934,0.934
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.147308927512355,-0.147308927512355,0.294079318110614,0.238368559020927,-0.618395205247127,0.371016007799331,0.94,0.94
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",-0.197543911424602,-0.197543911424602,0.447205173001515,0.286965729469788,-1.24453552989818,0.229336355407781,NA,NA
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",-0.356714553941546,-0.356714553941546,0.991758514161579,0.443833161468205,-3.83328841893148,0.247496334643627,0.91304347826087,0.91304347826087
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",-0.0267292858193351,-0.0267292858193351,0.0855532833625878,0.0550739074525422,-0.137211064295233,0.0975948553719786,0.921,0.921
33,10,"k = 10",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",0.972922979505602,0.972922979505602,2.34082152339553,1.92244871895856,-3.52101024368163,4.86814342444516,NA,NA
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.0285375877033079,0.0285375877033079,0.0469327561514287,0.0376151589884382,-0.0402790514665019,0.103789450380154,0.915,0.915
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.0185759915067014,0.0185759915067014,0.044382221168656,0.0359742520615445,-0.0651463341898257,0.0938540621461918,0.921,0.921
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",-0.160144069768011,-0.160144069768011,0.218907510340613,0.179845263360791,-0.474259201449847,0.112674043803974,0.796,0.796
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.0719724863739751,-0.0719724863739751,0.101457464923814,0.0840916591668881,-0.20917588063793,0.0667941543865874,0.818,0.818
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.120537362849092,-0.120537362849092,0.161264034412512,0.139793272703089,-0.300383153515528,0.112674043803974,0.848,0.848
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",-0.347707384984873,-0.347707384984873,0.580315402493692,0.422815027732741,-1.30511419290591,0.299645539489861,NA,NA
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",-0.326444936404094,-0.326444936404094,0.632744253545594,0.399184982844069,-1.5820084788738,0.294290233655451,0.922525107604017,0.922525107604017
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",-0.0330775908677509,-0.0330775908677509,0.0453442660561764,0.0377851537324558,-0.0904469000300346,0.0275287293890993,0.834,0.834
34,30,"k = 30",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",1.16867424647328,1.16867424647328,1.75304434082869,1.54204149892182,-1.976259554377,3.2978164528989,NA,NA
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.0272439687378045,0.0272439687378045,0.0382788774129429,0.0313754110029509,-0.0241100800955147,0.0820931886181632,0.844,0.844
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.0177260758305316,0.0177260758305316,0.0351400897645279,0.028546379170152,-0.0471597227641423,0.0728913507250408,0.884,0.884
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",-0.151870233465183,-0.151870233465183,0.185613443331458,0.159450679128121,-0.363739282838149,0.050012228133867,0.633,0.633
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.0710072158550639,-0.0710072158550639,0.0874658686351189,0.0756178611324189,-0.170326323697721,0.0305994018415259,0.681,0.681
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.101503407716524,-0.101503407716524,0.119341361009935,0.108588282650233,-0.206203013297189,0.050012228133867,0.711,0.711
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",-0.356394372621551,-0.356394372621551,0.531012194718728,0.393322319101625,-1.1843863969467,0.203783780973481,NA,NA
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",-0.298189687263359,-0.298189687263359,0.477252631163377,0.335642935218061,-1.27664038746698,0.19956240867072,0.879032258064516,0.879032258064516
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",-0.0335512070497622,-0.0335512070497622,0.0406458609708006,0.0350924699112778,-0.0766408067794155,0.0106715993121553,0.701,0.701
35,60,"k = 60",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",1.30550135048146,1.30550135048146,1.57111786339651,1.43126240643538,-0.901103855167305,2.68705538265352,NA,NA
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.0283694033025482,0.0283694033025482,0.0347908817051086,0.0297246474771744,-0.0108980423491533,0.0699958023906013,0.753,0.753
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.0182820241992586,0.0182820241992586,0.0306182983017353,0.0255548305523848,-0.0397445749961832,0.0599907017230597,0.835,0.835
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",-0.158092649522696,-0.158092649522696,0.175959393947118,0.159213736910283,-0.30473646955798,-0.0118343237780791,0.419,0.419
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",-0.0746119214354585,-0.0746119214354585,0.0832617145894972,0.0751674270187842,-0.145586033205672,-0.00276068542204272,0.473,0.473
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.0934876944301625,-0.0934876944301625,0.100128685931825,0.0946087818177501,-0.15828886408055,-0.0118343237780791,0.508,0.508
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",-0.329742343064661,-0.329742343064661,0.465619521467552,0.35074682180867,-1.11514168706941,0.12231440545372,NA,NA
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",-0.264011397903437,-0.264011397903437,0.378948662827746,0.284990165957147,-0.945810832874048,0.12660916547176,0.817,0.817
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",-0.033599968001911,-0.033599968001911,0.0376859085376564,0.0339858331927736,-0.0654141663640844,0.00132639391533353,0.531,0.531
36,100,"k = 100",0,"delta = 0","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",1.45438232702954,1.45438232702954,1.55422210658637,1.4678110224036,0.147422513287016,2.37824028548713,NA,NA
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.266433449007455,0.0664334490074549,0.0957996164969158,0.077894857588224,0.140387306100364,0.406422494060556,0.839,0.031
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.234820810632767,0.0348208106327666,0.0732621983227412,0.0580392138019771,0.106297969991177,0.363717512527192,0.92,0.099
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",-0.03254610147116,-0.23254610147116,0.355922572990849,0.281826333663509,-0.598310718222698,0.472949050805572,0.865,0.953
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.120352070632355,-0.0796479293676447,0.154430557046663,0.118794712049916,-0.159224962594005,0.365240862732502,0.92,0.844
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.0202740995679871,-0.220274099567987,0.33218949705846,0.266361235850434,-0.552594353125365,0.452514164302889,0.87,0.981
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",-0.13597114255306,-0.33597114255306,0.530814377064615,0.368914500332802,-1.13931090836861,0.379792860653003,NA,NA
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",-0.10652270078743,-0.30652270078743,0.51655103251089,0.338198074874004,-1.18361025277709,0.378861048494386,0.872467222884386,0.947556615017878
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.114576500797892,-0.0854234992021082,0.118194789968706,0.0989512582107673,-0.0382122775919625,0.283649762651917,NA,NA
37,10,"k = 10",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",0.316239024384466,0.116239024384466,1.21244075535958,0.739557756124352,-2.84432167058801,1.72655044159391,NA,NA
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.263323923649655,0.0633239236496551,0.0733061625322276,0.0644803382880542,0.192285763952685,0.338691850475515,0.657,0
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.222546340088059,0.0225463400880585,0.0415371377971943,0.0332393209878971,0.156374342826966,0.292707049514034,0.938,0
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",-0.0175802112571083,-0.217580211257108,0.254825606701576,0.221670531755499,-0.296585367189033,0.232222744856018,0.65,0.945
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.12125850023997,-0.0787414997600299,0.101275267958348,0.0852073869187175,-0.00775651224585855,0.245899637193921,0.813,0.559
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",-0.00690498753086561,-0.206904987530866,0.23990224423009,0.210870251508469,-0.249153408502054,0.23658258695722,0.651,0.979
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",-0.0712901642118636,-0.271290164211864,0.373897286443831,0.277928357783486,-0.806254093772577,0.250047354178802,NA,NA
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",-0.0351728124009606,-0.235172812400961,0.304097705908844,0.240584095675366,-0.532976554212509,0.251109741901661,0.692,0.946
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.108239534410811,-0.0917604655891887,0.102017560857042,0.0925687812542694,0.0247952362551912,0.19984078178886,0.522,0.38
38,30,"k = 30",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",0.504157390997197,0.304157390997197,0.552564954202674,0.430262371136541,-0.285288898625979,1.13511223817492,NA,NA
