"condition","k","k.label","delta","delta.label","qrpEnv","qrp.label","selProp","selProp.label","tau","tau.label","method","meanEst","ME","RMSE","MAD","perc2.5","perc97.5","coverage","consisZero"
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.264772284855629,0.0647722848556289,0.0696808647896871,0.0649042164466831,0.217231662635313,0.314014067252062,0.356,0
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.222039762758717,0.0220397627587173,0.0328741867094728,0.0270881808883547,0.172873267113147,0.270092481081388,0.919,0
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",-0.00789743040834841,-0.207897430408348,0.228662049144176,0.208238319167067,-0.21326303356951,0.162707040142837,0.359,0.938
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.125775103198675,-0.0742248968013253,0.0866805326400741,0.0754784939910622,0.0261576355297811,0.207749844914781,0.649,0.212
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.00230283828367569,-0.197697161716324,0.215557062780351,0.198380447414071,-0.162446831348775,0.176288899782549,0.359,0.973
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",-0.0379949872915341,-0.237994987291534,0.293229226213126,0.239428559906233,-0.494426223039741,0.200159646401791,NA,NA
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",-0.0171549084912938,-0.217154908491294,0.254492715530092,0.218450451755142,-0.335997853788514,0.195742887559314,0.473,0.933
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.109821867263515,-0.090178132736485,0.0955032461163557,0.0902004318883604,0.050274181301095,0.17266647636457,0.263,0.085
39,60,"k = 60",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",0.512569835058726,0.312569835058726,0.461322946379004,0.388466381493774,-0.0231742149550932,1.03315092688741,NA,NA
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.262779847368676,0.0627798473686755,0.0658319828431105,0.062804629244755,0.224333788480914,0.301449139961225,0.142,0
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.219873637994209,0.0198736379942087,0.0273800278211141,0.0228793146243444,0.182700715866115,0.255790212942434,0.896,0
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",-0.00328519811948952,-0.20328519811949,0.215846975762815,0.203354631562779,-0.153017751725834,0.13133340081706,0.154,0.939
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.12489515223368,-0.07510484776632,0.0822221931416466,0.0752857074423152,0.0577067057670589,0.188155628505551,0.435,0.061
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.00503707238902826,-0.194962927610972,0.207136372414586,0.195136819855772,-0.118882665437961,0.170256420214936,0.154,0.959
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",-0.0200865348152583,-0.220086534815258,0.249416683797662,0.220142718885519,-0.257827108765611,0.150027856932081,NA,NA
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",-0.0071770474606284,-0.207177047460628,0.2266317889608,0.207237954012389,-0.206457608820406,0.152196094170032,0.236,0.955
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.109689242430521,-0.0903107575694787,0.0936603158384473,0.0903107575694787,0.0621682617375024,0.157209798183099,0.069,0.008
40,100,"k = 100",0.2,"delta = 0.2","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",0.527711550472005,0.327711550472005,0.435930417401713,0.382463597802183,0.0519961855609756,0.928227012550452,NA,NA
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.545513865904589,0.0455138659045894,0.0723138074405388,0.0573476091820779,0.442271473668121,0.666827732122561,0.935,0
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.510413986839478,0.010413986839478,0.068000411712147,0.0535448100944235,0.384167611846047,0.653037088412988,0.939,0
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",0.297205419288103,-0.202794580711897,0.30458139967603,0.243115023828775,-0.155446110298931,0.732048138288067,0.803,0.634
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.426187111848204,-0.0738128881517958,0.13464862047233,0.106069707051337,0.209832860335412,0.6489048334721,0.864,0.095
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.312063228628125,-0.187936771371875,0.291825510143875,0.220900133827857,-0.145864639558495,0.670363339684908,0.81,0.636
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",0.387144091736827,-0.112855908263174,0.200906831617565,0.137233829137173,-0.0418724941172074,0.616757728014009,NA,NA
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",0.385368096099761,-0.114631903900239,0.189422111823788,0.135377453223942,-0.00454118920553976,0.610236557643023,0.865,0.386
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.44445495538471,-0.0555450446152902,0.115908055642457,0.0839791159448929,0.209757150521948,0.613102694433663,0.942,0.088
41,10,"k = 10",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",0.0328293865344342,-0.467170613465566,5.0410844965039,0.62488919482882,-1.93359590086043,0.918979926147432,NA,NA
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.540958274181287,0.0409582741812868,0.052184139876457,0.0439179263744871,0.477024134721128,0.603629991929737,0.829,0
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.493828708052219,-0.00617129194778107,0.0414200816874054,0.0331978384410683,0.417129007637018,0.579311692348132,0.922,0
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",0.327400506817967,-0.172599493182033,0.212060493053286,0.179867703233803,0.0808504976425163,0.552861285017651,0.603,0.185
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.433274817551103,-0.0667251824488967,0.0910238690757084,0.0750619469756572,0.308782657440354,0.553362945673534,0.727,0
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.396183706764424,-0.103816293235576,0.165095587478193,0.112132236147959,0.0808504976425163,0.553362945673534,0.693,0.185
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",0.410626878477338,-0.0893731215226616,0.127689060016277,0.0946657202800686,0.227229236685763,0.543899883584787,NA,NA
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",0.408193690073573,-0.0918063099264272,0.118852427311359,0.0958792098573341,0.223823156499544,0.53217840449106,0.703,0.046
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.434524231346335,-0.0654757686536649,0.101028107532094,0.0728647614848353,0.248104216185302,0.543220560135919,NA,NA
42,30,"k = 30",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",0.421522628050426,-0.0784773719495744,0.38772512625438,0.149575187271475,-0.0732846522358717,0.686704425014125,NA,NA
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.539337237121716,0.039337237121716,0.0457044072921104,0.039893486383274,0.497506144797179,0.587454715721033,0.678,0
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.488334985704649,-0.011665014295351,0.0292390735527069,0.0238147702921174,0.441332506837803,0.543004286809531,0.926,0
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",0.328115102308419,-0.171884897691581,0.191449779340369,0.172266335687261,0.155138337066178,0.483550123490222,0.328,0.024
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.431527229121875,-0.0684727708781246,0.0799183307052509,0.0695736158125141,0.349073658659047,0.506855806494439,0.533,0
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.426159461754033,-0.0738405382459667,0.0964291504253531,0.0749413831803561,0.336498108679899,0.506855806494439,0.533,0.024
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",0.41424219379622,-0.0857578062037795,0.100100801638918,0.0868369457020473,0.304058667061656,0.505981351727811,NA,NA
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",0.410166324588331,-0.0898336754116685,0.103252027402181,0.0905077699254631,0.297297072700341,0.497789814310773,0.477,0
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.44134775933429,-0.0586522406657095,0.0772417439135467,0.0612847284250854,0.319775006347919,0.521170323721691,0.806,0.005
43,60,"k = 60",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",0.455872034656694,-0.0441279653433059,0.146875979972353,0.0790140100419805,0.22154820186206,0.609557911340753,NA,NA
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.538959785885341,0.0389597858853407,0.042855387453959,0.0390774101560396,0.504411520067301,0.573453321545741,0.489,0
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.487393099266536,-0.0126069007334643,0.0236662470698841,0.0193233760659868,0.449094413947567,0.526187086129231,0.912,0
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",0.333394083534094,-0.166605916465906,0.178678604251813,0.166605916465906,0.198089073068024,0.451166115143468,0.159,0.004
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.432379613564738,-0.0676203864352621,0.0746434076937946,0.0677554519862661,0.367547896084953,0.491543864213686,0.344,0
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.431496317244918,-0.0685036827550819,0.0778211176443955,0.068638748306086,0.367547896084953,0.491543864213686,0.344,0.004
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",0.417882566404933,-0.0821174335950669,0.0910976934069393,0.0822869396718111,0.336854394645992,0.488778160026402,NA,NA
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",0.413447853734406,-0.0865521462655936,0.0947265396955775,0.0866349186802809,0.332891108420147,0.480227945635179,0.278,0
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.445116982748669,-0.0548830172513308,0.0668090850416161,0.0557159304743113,0.355568045910302,0.505608929977444,0.72,0
44,100,"k = 100",0.5,"delta = 0.5","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",0.466178367748509,-0.0338216322514911,0.0915839365493906,0.0540962548229268,0.317666072223064,0.568857725605059,NA,NA
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.817459145417669,0.0174591454176686,0.0668712699009423,0.0530824644250308,0.700120680449439,0.949876099791201,0.963,0
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.796537517872416,-0.00346248212758436,0.0756889055009764,0.0600575401090757,0.654363430875296,0.945371346589039,0.931,0
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",0.682158997639905,-0.117841002360095,0.253055281865837,0.196376282908182,0.207610004744496,1.13372638013677,0.923,0.251
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.750013848119747,-0.0499861518802532,0.128318043579595,0.0999195311906573,0.510415557935464,0.984327174070379,0.925,0.007
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.705492452157411,-0.094507547842589,0.215277495346459,0.145193247256436,0.207610004744496,0.988394039233025,0.924,0.251
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",0.772779678820348,-0.0272203211796518,0.104778268744527,0.0737235261635189,0.577447386984414,0.941188130319527,NA,NA
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",0.768941909778757,-0.0310580902212433,0.0942244763648741,0.0715028913822748,0.58112910241647,0.925391892635163,0.93,0.009
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.794067726101831,-0.00593227389816869,0.0776665137610703,0.0611424251236335,0.638073741942418,0.946252090187363,0.955,0.001
45,10,"k = 10",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",-9.77782543446861,-10.5778254344686,30.497554414262,10.625123880162,-89.8823376866609,0.973781700893344,NA,NA
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.814263842176911,0.0142638421769106,0.0393262611557171,0.0307742174737038,0.744085810573772,0.890494871493894,0.951,0
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.788224284950277,-0.0117757150497234,0.0511104274047598,0.0409426133443255,0.691919921592273,0.88839297505936,0.87,0
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",0.696238393859504,-0.103761606140496,0.155798794239921,0.124965426671199,0.465931950664242,0.907047617446651,0.837,0.004
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.751652795239942,-0.048347204760058,0.0787776432690529,0.0636475685518949,0.625097022095977,0.879669809724793,0.869,0
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.750678107813382,-0.0493218921866185,0.0828219735762196,0.0646222559784554,0.624340161780768,0.879669809724793,0.868,0.004
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",0.777882023416651,-0.022117976583349,0.0541679951274661,0.0421441481725417,0.675584629954112,0.869063601850188,NA,NA
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",0.771342514390993,-0.0286574856090071,0.056099807071933,0.0438976576532203,0.67234441276994,0.868136190547512,0.893,0
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.794615170915646,-0.00538482908435354,0.0457351624018038,0.0348698507829885,0.70290459038372,0.881749103536772,0.931,0.001
46,30,"k = 30",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",-2.38502345901372,-3.18502345901372,13.2381183338684,3.22126535669941,-43.105365936252,0.903725971073933,NA,NA
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.811994456542075,0.0119944565420753,0.0273421679864546,0.021964661564994,0.765785699740543,0.859564430366239,0.944,0
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.782956687265082,-0.0170433127349179,0.0395191846605836,0.031408143128179,0.709073059831855,0.854380554126317,0.829,0
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",0.700663443883168,-0.0993365561168317,0.125655250743543,0.106090034119556,0.544206426619513,0.848166813478681,0.739,0
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.751059628554923,-0.048940371445077,0.0644217245411233,0.053852642541617,0.666492311646139,0.831055720353058,0.774,0
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.751059628554923,-0.048940371445077,0.0644217245411233,0.053852642541617,0.666492311646139,0.831055720353058,0.774,0
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.evidence",NA,NA,NA,NA,NA,NA,NA,NA
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve.lack",NA,NA,NA,NA,NA,NA,NA,NA
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","pcurve",0.775788534442989,-0.0242114655570114,0.0410654277851684,0.0331415841442518,0.711163448840828,0.838960701919156,NA,NA
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","puniform",0.769733607741711,-0.0302663922582896,0.0441920506654017,0.036210876921794,0.704341526276885,0.832019246145281,0.85,0
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","3PSM",0.794177568948352,-0.00582243105164846,0.0286770158835555,0.022927260427215,0.738880272220918,0.849260935685549,0.963,0
47,60,"k = 60",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","betaSM",-0.130380233676863,-0.930380233676863,4.42368416766838,0.954577843074677,-13.4601304879678,0.868503888284051,NA,NA
48,100,"k = 100",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","reMA",0.811498925264672,0.0114989252646715,0.0222690582628094,0.0177595471343761,0.775269332229128,0.850012585437001,0.926,0
48,100,"k = 100",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","TF",0.778833717223405,-0.0211662827765946,0.0353992782627376,0.0289973571748024,0.724376205287023,0.837893479582886,0.75,0
48,100,"k = 100",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PET.lm",0.698717892357494,-0.101282107642506,0.117750047457557,0.102996069262577,0.570158410096563,0.808993546531099,0.564,0
48,100,"k = 100",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PEESE.lm",0.749656370751435,-0.050343629248565,0.0602009388700573,0.0523137613662124,0.683744535437338,0.81211741607384,0.615,0
48,100,"k = 100",0.8,"delta = 0.8","high","QRP = high",0,"selProp = 0",0,"tau = 0","PETPEESE.lm",0.749656370751435,-0.050343629248565,0.0602009388700573,0.0523137613662124,0.683744535437338,0.81211741607384,0.615,0
